user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What is the approximate fuel consumption of the M939A2 series truck?,"[""(M939 5-Ton 6x6 Truck — Operator's Manual, p.11) FOR\nTRUCK, 5-TON, 6X6, M939,\nM939A1 AND M939A2 SERIES (DIESEL)\nTRUCK, CARGO: 5-TON, 6X6, DROPSIDE\nM923 (2320-01-050-2084), M923A1 (2320-01-206-4087), M923A2 (2320-01-230-0307),\nM925 (2320-01-047-8769), M925A1 (2320-01-206-4088), M925A2 (2320-01-230-0308);\nTRUCK, CARGO: 5-TON, 6X6,"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.205) an operating range of 700-800 rpm (800-1000 rpm on M939A2 vehicles).\nf.\nAllow engine to warm up approximately ten minutes. If engaged, disengage\nhand throttle control (2) by rotating handle and pushing in to allow engine speed to\ndrop to idle after warmup period.\ng."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.145) M939/A1 or 10 psi (69 kPa) on\nM939A2 series vehicles at idle speed.\n2-45\nTable 2-3. Preventive Maintenance Checks and Services for Models M939/A1/A2 (Contd).\nITEM\nNO.\nINTERVAL\nITEM TO\nCHECK/\nSERVICE\nNOT FULLY\nMISSION\nCAPABLE IF:\nTM 9-2320-272-10\nLOCATION\nCREWMEMBER\nPROCEDURE\nChange 2         2-45"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.27) d.\nThe M939 and M939A1 series vehicles employ the Cummings (NHC 250) 250\nhorsepowered engine, while the M939A2 series vehicles use a smaller, turbocharged\nCummings (6CTA8.3) 240 horsepowered engine. The M939A2 series vehicles""]",The excerpts provided do not contain information about the fuel consumption of the M939A2 series truck.,The M939A2 series has an approximate fuel consumption of 5.5 to 6.0 miles per gallon (2.3 to 2.6 km per liter).,1.0,0.0,0.0,0.0
What are the four preset tire pressure modes of the CTIS on M939A2 series vehicles?,"[""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) 8\nHIGHWAY (HWY) (M939A2 series vehicles) tire pressure selector is the normal\noperating modes of CTIS. The highway mode is automatically set each time the\nengine is started."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.312) c.\nHWY Mode. The highway tire pressure selector is the normal operating\nmode of CTIS. The HWY mode (8) is 60 psi (414 kPa) (80 psi (552kPa) for M936A2\nwrecker). If a lower tire pressure mode had been selected the last time the vehicle"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.90) The CTIS is common to all M939A2 series vehicles. This system maintains tire\nair pressure depending on which road type is selected. If this setting is changed,\ntires will automatically inflate or deflate to the new setting."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) TM 9-2320-272-10\n2-6\n2-3. CHASSIS CONTROLS AND INDICATORS (Contd)\nKey\nItem and Function\n1\nSELECTOR PANEL (M939A2 series vehicles) contains selectors for the four\npreset tire pressure modes and a run-flat selector.\n2\nAMBER WARNING LIGHT (M939A2 series vehicles) flashes as an overspeed""]","The excerpts do not specify what the four preset tire pressure modes are. While excerpt [1] mentions that the SELECTOR PANEL contains selectors for four preset tire pressure modes, only the Highway (HWY) mode is detailed in these excerpts [2].","The CTIS selector panel has four preset tire pressure modes: highway (HWY), cross-country (X-C), sand, and emergency (EMER), plus a run-flat selector.",1.0,0.0,0.0,0.0
Which CTIS tire pressure mode is automatically set when the M939A2 engine is started?,"[""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) 8\nHIGHWAY (HWY) (M939A2 series vehicles) tire pressure selector is the normal\noperating modes of CTIS. The highway mode is automatically set each time the\nengine is started."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.90) The CTIS is common to all M939A2 series vehicles. This system maintains tire\nair pressure depending on which road type is selected. If this setting is changed,\ntires will automatically inflate or deflate to the new setting."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.312) c.\nHWY Mode. The highway tire pressure selector is the normal operating\nmode of CTIS. The HWY mode (8) is 60 psi (414 kPa) (80 psi (552kPa) for M936A2\nwrecker). If a lower tire pressure mode had been selected the last time the vehicle"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.313) as needed.\ng.\nRun Flat Mode. When the mission requires operation with a punctured tire,\nselect run flat mode by depressing RUN FLAT (3) on the selector panel (1). Run flat\nmode causes the CTIS to check tire pressure every fifteen seconds. Normally, checks""]","The Highway (HWY) mode is automatically set each time the engine is started [1]. 

In HWY mode, the tire pressure is set to 60 psi (414 kPa), or 80 psi (552 kPa) for the M936A2 wrecker [3].",The highway (HWY) mode is automatically set each time the engine is started.,1.0,0.7693484365275979,0.8333333332916666,1.0
What does the run flat selector do on the M939A2 CTIS?,"[""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) 3\nRUN FLAT (M939A2 series vehicles) selector causes the CTIS to check tire\npressures every fifteen seconds.\n4\nELECTRONIC CONTROL UNIT (ECU) (M9393A2 series vehicles) is the\nmicroprocessor in the CTIS. It is contained in the selector panel housing.\n5"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) microprocessor in the CTIS. It is contained in the selector panel housing.\n5\nEMERGENCY (EMER) (M939A2 series vehicles) tire pressure selector is used for\noperating the vehicle in extreme terrain conditions where maximum traction is\nrequired.\n6"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.106) 8\nHIGHWAY (HWY) (M939A2 series vehicles) tire pressure selector is the normal\noperating modes of CTIS. The highway mode is automatically set each time the\nengine is started."", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.371) 6.\nRUN FLAT SELECTOR FLASHING (WITH A STEADY OR FLASHING MODE LIGHT).\nNone. RUN FLAT has been selected, and tire pressure is being checked at\nfrequent intervals (every 15 seconds).\nMay be turned off by depressing run flat mode.""]",The RUN FLAT selector causes the CTIS to check tire pressures every fifteen seconds [1]. It can be turned off by depressing the run flat mode [4].,The RUN FLAT selector causes the CTIS to check tire pressures every fifteen seconds.,1.0,0.8917249546900746,0.7499999999625,1.0
What is the transmission oil capacity of the M939 series truck for a drain and refill?,"[""(M939 5-Ton 6x6 Truck — Operator's Manual, p.145) than 15 psi (103\nkPa) on M939/A1\nor 10 psi (69 kPa)\non M939A2 series\nvehicles at idle\nspeed.\nh. Check voltmeter (5). Needle\nshould be in green area.\ni. Check transmission oil\ntemperature gauge (7). Normal range\nis 120°F - 220°F (49°-104°C) (may not\nread at low temperature).\nCAUTION"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.432) AND M936A2) (Contd)\n1\n4720-00-899-6721\nHOSE: tank drain, hydraulic oil,\nDAL,V18,\nEA\n1\n1-3/16-in. outside diameter x 5-ft\nZAL\nlong, olive drab finish [in\ncompartment no. 1A (pg B-24)]\n(19207) 10900093\n2\n5120-00-188-1790\nJACK: hydraulic, hand, self-cont,\nDAL,V18,\nEA\n1"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.186) 0007 00-1\nH\nHydraulic Oil Reservoir\nDrain . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . \n0021 00-1"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.380) a.\nGeneral. The transmission oil level is checked weekly with engine running\nat idle, transmission in neutral, and parking brake applied. In M939/A1 series\nvehicles, transmission dipstick (3) is located under access door (4) in center of cab""]",The excerpts provided do not contain the transmission oil capacity for a drain and refill on the M939 series truck.,The transmission oil capacity for drain and refill is 4.25 gallons (16.1 liters) with or without PTO.,1.0,0.0,0.0,0.0
At what temperatures does the thermostat of the NHC 250 engine start to open and fully open?,"[""(HMMWV M998 Utility Truck — Operator's Manual, p.44) Thermostat:\nStarts to open . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 190°F (88°C)\nFully open . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 212°F (100°C)"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.471) Starting (above +32°F (0°C) . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-12\n2-100\nStarting (below +32°F (0°C) . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-13\n2-102\nUsing slave receptacle to start engine . . . . . . . . . . . . . . . . . . . .\n2-17\n2-108"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.471) 1-17a\n1-28\nStarting engine:\nIn extreme cold . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-32c\n2-203\nStarting (above +32°F (0°C) . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-12\n2-100"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.40) Fully Open\n . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 185°F (85°C)\nRadiator\n . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Crossflow Type""]",The excerpts provided do not contain information about the NHC 250 engine's thermostat specifications.,The NHC 250 engine thermostat starts to open at 175 degrees F (79 C) and is fully open at 185 degrees F (85 C).,1.0,0.0,0.0,0.0
What is the fuel tank capacity of the MEP-802A generator set?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.25) OPERATOR MAINTENANCE\n5 KW GENERATOR SET (60 HZ AND 400 HZ), SKID MOUNTED, TACTICAL QUIET\nEQUIPMENT DESCRIPTION AND DATA\nEQUIPMENT CHARACTERISTICS, CAPABILITIES, AND FEATURES\nGenerator sets MEP-802A/MEP-812A (Figure 1) are fully enclosed, self-contained, skid-mounted, portable units."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.11) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\nREPORTING ERRORS AND RECOMMENDING IMPROVEMENTS"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.23) Generator sets MEP-802A/MEP-812A manufactured under contract number DAAK01-97-D-0034 and\nW1SP7T-08-DA005 are warranted by Engineered Electric Company (Fermont), for a period of 36 months or 1800"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.1) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nFOR\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\n*ARMY TM 9-6115-641-10\nAIR FORCE TO 35C2-3-456-11""]",The excerpts provided do not contain the fuel tank capacity of the MEP-802A generator set.,The MEP-802A fuel tank capacity is 5 gallons (18.9 liters).,1.0,0.0,0.0,0.0
How much fuel does the MEP-802A generator consume per hour at 60 Hz?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.25) OPERATOR MAINTENANCE\n5 KW GENERATOR SET (60 HZ AND 400 HZ), SKID MOUNTED, TACTICAL QUIET\nEQUIPMENT DESCRIPTION AND DATA\nEQUIPMENT CHARACTERISTICS, CAPABILITIES, AND FEATURES\nGenerator sets MEP-802A/MEP-812A (Figure 1) are fully enclosed, self-contained, skid-mounted, portable units."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.11) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\nREPORTING ERRORS AND RECOMMENDING IMPROVEMENTS"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.1) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nFOR\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\n*ARMY TM 9-6115-641-10\nAIR FORCE TO 35C2-3-456-11"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.31) MEP-812A\nNational Stock Numbers\n5 kW, 60 Hz Tactical Quiet\nNSN 6115-01-274-7387\n5 kW, 400 Hz Tactical Quiet\nNSN 6115-01-274-7391\nOverall Length\nMEP-802A\n50.6 in. (128.6 cm)\nMEP-812A\n50.6 in. (128.6 cm)\nOverall Width\nMEP-802A\n32 in. (81.28 cm)\nMEP-812A\n32 in. (81.28 cm)\nOverall Height\nMEP-802A""]",The excerpts provided do not contain fuel consumption data for the MEP-802A generator.,At 60 Hz the fuel consumption rate is approximately 0.55 gallons (2.1 liters) per hour; at 400 Hz it is 0.61 gallons (2.3 liters) per hour.,1.0,0.0,0.0,0.0
What engine is used in the MEP-802A generator set?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.23) Generator sets MEP-802A/MEP-812A manufactured under contract number DAAK01-97-D-0034 and\nW1SP7T-08-DA005 are warranted by Engineered Electric Company (Fermont), for a period of 36 months or 1800"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.14) HOW TO USE THIS MANUAL\nManual Overview\nThis manual is designed to help you operate and maintain the MEP-802A and MEP-812A Tactical Quiet\nGenerator (TQG) Sets. Warning pages are located in the front of this manual. Read all warnings before operating\nor doing any maintenance on the equipment."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.31) DIFFERENCES BETWEEN MODELS\nThe differences between models of the generator sets covered in this manual are as follows: Model MEP-802A is\nequipped with a 60 Hz generator. Model MEP-812A is equipped with a 400 Hz generator.\nEQUIPMENT DATA\nFor a list of Leading Particulars refer toTable 1."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.11) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\nREPORTING ERRORS AND RECOMMENDING IMPROVEMENTS""]",The excerpts provided do not contain information about which engine is used in the MEP-802A generator set.,"The MEP-802A uses an Onan model DN2M-1 engine: a two-cylinder, four-cycle, naturally-aspirated diesel with 57 cubic inches (0.9 liters) displacement.",1.0,0.0,0.0,0.0
What is the lubricating system capacity of the MEP-802A generator set?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.122) TB 9-6115-641-24\nGenerator Set, Tactical Quiet 5kW, 60 Hz, MEP-802A and 400 Hz\nMEP-812A\nLUBE ORDERS\nLO 9-6115-641-12\nGenerator Set, Skid Mounted, Tactical Quiet 5 kW, 60 and 400 Hz\nMEP-802A, Tactical Quiet, 60Hz, NSN 6115-01-274-7387 MEP-812A,\nTactical Quiet, 400Hz, NSN 6115-01-274-7391"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.25) OPERATOR MAINTENANCE\n5 KW GENERATOR SET (60 HZ AND 400 HZ), SKID MOUNTED, TACTICAL QUIET\nEQUIPMENT DESCRIPTION AND DATA\nEQUIPMENT CHARACTERISTICS, CAPABILITIES, AND FEATURES\nGenerator sets MEP-802A/MEP-812A (Figure 1) are fully enclosed, self-contained, skid-mounted, portable units."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.23) Generator sets MEP-802A/MEP-812A manufactured under contract number DAAK01-97-D-0034 and\nW1SP7T-08-DA005 are warranted by Engineered Electric Company (Fermont), for a period of 36 months or 1800"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.122) TECHNICAL BULLETINS\nTB 43-0125\nInstallation of Communications Electronic Equipment: Hookup of Electrical\nCables to Mobile Generator Sets on Fielded Equipment to Meet Electrical\nSafety Standards\nTB 9-6115-641-24\nGenerator Set, Tactical Quiet 5kW, 60 Hz, MEP-802A and 400 Hz\nMEP-812A\nLUBE ORDERS""]",The excerpts provided do not contain information about the lubricating system capacity of the MEP-802A generator set.,The lubricating system capacity is 3.2 quarts (3.0 liters).,1.0,0.0,0.0,0.0
When should the cold weather starting aid be used on the MEP-802A generator?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.57) NOTE\nAt temperatures below 40 °F (4 °C) it may be necessary to use the Cold Weather Starting Aid.\nNOTE\nEnsure all generator set access doors, except control panel access door, are closed.\n1.\nIn cold weather conditions, place MASTER SWITCH to PREHEAT position for approximately 30 seconds.\n2."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.32) Table 1. Leading Particulars, Generator Set. - Continued\nFiring Order\n1,2\nCold Weather Starting Aid System Use\nWhen temperature is +40 °F (4 °C) or below\nValve Tappet Clearance Adjustment\nNone Required\n3. Cooling System:\nType\nPressurized radiator and pump\nCapacity\n6.2 qts. (5.9 liters)"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.471) Starting (above +32°F (0°C) . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-12\n2-100\nStarting (below +32°F (0°C) . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-13\n2-102\nUsing slave receptacle to start engine . . . . . . . . . . . . . . . . . . . .\n2-17\n2-108"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.57) CAUTION\nDo not crank engine in excess of fifteen seconds. Allow starter to cool at least fifteen seconds\nbetween attempted starts. Failure to observe this caution could result in damage to the starter.\nNOTE\nAt temperatures below 40 °F (4 °C) it may be necessary to use the Cold Weather Starting Aid.""]",The Cold Weather Starting Aid should be used on the MEP-802A generator when temperature is +40 °F (4 °C) or below [2].,The cold weather starting aid system should be used when the temperature is +40 degrees F (4 degrees C) or below.,1.0,0.999999999999781,0.9166666666361111,1.0
What batteries are used to start the MEP-802A generator set?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.122) TB 9-6115-641-24\nGenerator Set, Tactical Quiet 5kW, 60 Hz, MEP-802A and 400 Hz\nMEP-812A\nLUBE ORDERS\nLO 9-6115-641-12\nGenerator Set, Skid Mounted, Tactical Quiet 5 kW, 60 and 400 Hz\nMEP-802A, Tactical Quiet, 60Hz, NSN 6115-01-274-7387 MEP-812A,\nTactical Quiet, 400Hz, NSN 6115-01-274-7391"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.21) equipment names for the generator sets.\nTable 1. Model Numbers and Equipment Names.\nModel Number\nEquipment Name\nMEP-802A\nGenerator Set, Skid Mounted, Diesel Powered, Tactical Quiet, 5 kW 60 Hz\nMEP-812A\nGenerator Set, Skid Mounted, Diesel Powered, Tactical Quiet, 5 kW 400 Hz\nPurpose of Equipment"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.25) OPERATOR MAINTENANCE\n5 KW GENERATOR SET (60 HZ AND 400 HZ), SKID MOUNTED, TACTICAL QUIET\nEQUIPMENT DESCRIPTION AND DATA\nEQUIPMENT CHARACTERISTICS, CAPABILITIES, AND FEATURES\nGenerator sets MEP-802A/MEP-812A (Figure 1) are fully enclosed, self-contained, skid-mounted, portable units."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.11) TECHNICAL MANUAL\nOPERATOR'S MANUAL\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 60 Hz, MEP-802A\n(NSN: 6115-01-274-7387) (EIC: VG2)\nGENERATOR SET, SKID MOUNTED, TACTICAL QUIET,\n5 kW, 400 Hz, MEP-812A\n(NSN: 6115-01-274-7391) (EIC: VN2)\nREPORTING ERRORS AND RECOMMENDING IMPROVEMENTS""]",The excerpts provided do not contain information about the batteries used to start the MEP-802A generator set.,The starting system uses two 12-volt batteries connected in series (24 VDC).,1.0,0.0,0.0,0.0
What fuels can the MEP-802A generator set use?,"[""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.23) Generator sets MEP-802A/MEP-812A manufactured under contract number DAAK01-97-D-0034 and\nW1SP7T-08-DA005 are warranted by Engineered Electric Company (Fermont), for a period of 36 months or 1800"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.25) OPERATOR MAINTENANCE\n5 KW GENERATOR SET (60 HZ AND 400 HZ), SKID MOUNTED, TACTICAL QUIET\nEQUIPMENT DESCRIPTION AND DATA\nEQUIPMENT CHARACTERISTICS, CAPABILITIES, AND FEATURES\nGenerator sets MEP-802A/MEP-812A (Figure 1) are fully enclosed, self-contained, skid-mounted, portable units."", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.21) equipment names for the generator sets.\nTable 1. Model Numbers and Equipment Names.\nModel Number\nEquipment Name\nMEP-802A\nGenerator Set, Skid Mounted, Diesel Powered, Tactical Quiet, 5 kW 60 Hz\nMEP-812A\nGenerator Set, Skid Mounted, Diesel Powered, Tactical Quiet, 5 kW 400 Hz\nPurpose of Equipment"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.122) TB 9-6115-641-24\nGenerator Set, Tactical Quiet 5kW, 60 Hz, MEP-802A and 400 Hz\nMEP-812A\nLUBE ORDERS\nLO 9-6115-641-12\nGenerator Set, Skid Mounted, Tactical Quiet 5 kW, 60 and 400 Hz\nMEP-802A, Tactical Quiet, 60Hz, NSN 6115-01-274-7387 MEP-812A,\nTactical Quiet, 400Hz, NSN 6115-01-274-7391""]","The excerpts do not specify what fuels the MEP-802A can use. The manual only identifies it as ""Diesel Powered"" [3], but does not provide details about fuel types or alternatives.","The MEP-802A can use DF-1, DF-2, DF-A, JP4, JP5, and JP8 fuels.",0.3333333333333333,0.0,0.0,0.0
What is the normal operating oil pressure of the MEP-802A generator engine?,"[""(HMMWV M998 Utility Truck — Operator's Manual, p.44) Normal operating oil pressure . . . . . . . . . . . . . . . . . 40-50 psi (276-345 kPa)\nTable 1-5.  Engine Data (6.5 L)"", ""(MEP-802A 5 kW Tactical Quiet Generator — Operator's Manual, p.49) Lights when generator set output in any phase exceeds 425\n± 25 percent of rated current.\n9\nLOW OIL PRESSURE indicator\nLights when engine lubrication systems pressure is less than\n15 ± 3 psi (103.4 ± 20.7 kPa) during engine operation.\n10\nConvenience Receptacle Overload Circuit"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.468) 2-10\n2-60\nOil level:\nEngine . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-10\n2-60\nHydraulic . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .\n2-10\n2-74"", ""(M939 5-Ton 6x6 Truck — Operator's Manual, p.153) nal engine components.\nb.Engine oil pressure gauge reads\nless than 15 psi (103 kPa) on\nM939/A1 series vehicles or 10 psi\n(68 kPa) on M939A2 series vehicles\nat idle; stop engine if pressure is zero.\nDRIVER\nCAUTION\nDo not disconnect CTIS connec-\ntor from ECU with power on.\nDamage to ECU will result.""]","The excerpts do not contain the normal operating oil pressure specification for the MEP-802A generator engine. Excerpt [2] only specifies the LOW OIL PRESSURE indicator threshold of 15 ± 3 psi, not the normal operating range.",The normal operating pressure of the lubricating system is 25 to 60 psi (172 to 414 kPa).,1.0,0.0,0.0,0.0
When driving the 6K rough terrain forklift on a slope which way should the forks point?,"[""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) rear of the vehicle, on the counterweight.\n• Do NOT tow at speeds over 20 mph (32 kph).\nNOTE\nContact Maintenance to perform the necessary preparation of the 6K forklift for towing.\n1.\nPosition the forks approximately 24 in. (61 cm) above the ground.\nWARNING"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) bar into position without standing directly between the forklifts. Failure to follow this precaution could\nresult in personal injury or forklift damage.\n• The 6K forklift is equipped with a towing pintle and lugs. Towing should be limited to vehicles weigh-"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.21) pods and other munitions from transport vehicles and containers. The 6K forklift is also designed for use as a standard\nrough terrain forklift.\n4.\nSpecial Limitations on Equipment. The 6K forklift has no special limitations. Normal limitations such as travel speed,"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) ing 27,100 lbs (12,292 kg) or less. Whenever the 6K forklift is used to tow another vehicle, use the tow\npintle to attach the tow bar.\nTOWING THE 6K FORKLIFT\nWARNING\n• Carefully move the towing vehicle into position. Always use a ground guide and any device necessary""]",The excerpts provided do not contain information about which direction the forks should point when driving the 6K forklift on a slope.,A loaded forklift should travel with the forks (and load) pointing uphill; an empty forklift should travel with the forks pointing downhill.,1.0,0.0,0.0,0.0
Why must the counterweight be in place on the 6K forklift?,"[""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) bar into position without standing directly between the forklifts. Failure to follow this precaution could\nresult in personal injury or forklift damage.\n• The 6K forklift is equipped with a towing pintle and lugs. Towing should be limited to vehicles weigh-"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) ing 27,100 lbs (12,292 kg) or less. Whenever the 6K forklift is used to tow another vehicle, use the tow\npintle to attach the tow bar.\nTOWING THE 6K FORKLIFT\nWARNING\n• Carefully move the towing vehicle into position. Always use a ground guide and any device necessary"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.62) cause in load damage, injury or death.\nINSTALL MLRS LIFTING HOOK AND STOP ASSEMBLY\nWith the MLRS lifting hook and stop assembly attached to the MLRS pod and stop tube on the forks, the 6K forklift can"", ""(6,000 lb Rough-Terrain Forklift — Operator's Manual, p.78) rear of the vehicle, on the counterweight.\n• Do NOT tow at speeds over 20 mph (32 kph).\nNOTE\nContact Maintenance to perform the necessary preparation of the 6K forklift for towing.\n1.\nPosition the forks approximately 24 in. (61 cm) above the ground.\nWARNING""]",The excerpts do not explain why the counterweight must be in place on the 6K forklift.,"The counterweight must be in place because an unbalanced forklift could tip over, which could cause severe personal injury.",1.0,0.0,0.0,0.0
