user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What training is required before doing electrical work on the eCascadia?,"['(Freightliner eCascadia (electric) — Maintenance Manual, p.87) Electrical, Instruments, and Controls\n54\nIndex, Alphabetical\neCascadia Maintenance Manual, 10/03/2022', '(Freightliner eCascadia (electric) — Maintenance Manual, p.89) corrosion, thermal distortion, warping,\nElectrical, Instruments, and Controls\n54\neCascadia Maintenance Manual, 10/03/2022\n54/1', '(Freightliner eCascadia (electric) — Maintenance Manual, p.21) •\n•\n•\n46–04\nDrag Link Lubrication\n•\n•\n•\n54–01\nTrailer Cable Inspection and Cleaning\n•\n•\n•\n54–03\nGas Detection System Sensor Testing\n•\n60–01\nMirror Folding Check\n•\n•\n•\nGeneral Information\n00\nMaintenance Operation Sets Table: 00–09\neCascadia Maintenance Manual, 10/25/2022\n00/11', '(Freightliner eCascadia (electric) — Maintenance Manual, p.91) procedures.\nTable 1, Control Module Functions\nElectrical, Instruments, and Controls\n54\neCascadia Maintenance Manual, 10/03/2022\n54/3']",The excerpts provided do not contain information about training requirements for electrical work on the eCascadia.,The eCascadia has a high-voltage system; do not attempt any type of electrical work unless you have completed HV3 Daimler Safety Training. Failure to do so could cause severe personal injury or death.,1.0,0.0,0.0,0.0
Can suspension or steering parts be replaced with used parts on the eCascadia?,"['(Freightliner eCascadia (electric) — Maintenance Manual, p.51) Group 32 of the eCascadia™Workshop Manual.\nInspect the spring bushings for wear or other\ndamage. If any of these conditions exist, replace the\ndamaged bushings.\nFront and Rear Suspension\nShock Absorber Check\nMake sure the shock absorber brackets are tight,', '(Freightliner eCascadia (electric) — Maintenance Manual, p.51) damage. If any of these conditions exist, replace the\ndamaged bushings.\nf321090\n05/24/2007\nFig. 1, Direct-Acting Shock Absorber (front suspension\nshown)\nSuspension\n32\neCascadia Maintenance Manual, 10/03/2022\n32/1', '(Freightliner eCascadia (electric) — Maintenance Manual, p.81) Safety Precautions. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 46–00\nSteering\n46\nIndex, Alphabetical\neCascadia Maintenance Manual, March 2022', '(Freightliner eCascadia (electric) — Maintenance Manual, p.51) and other damage. If any of these conditions exist,\nreplace the damaged bracket(s); see Group 32 of\nthe eCascadia Workshop Manual.\nInspect the spring bushings for wear or other\ndamage. If any of these conditions exist, replace the\ndamaged bushings.\nf321090\n05/24/2007']",The excerpts provided do not contain information about whether suspension or steering parts can be replaced with used parts on the eCascadia.,"No. Do not replace suspension, axle, or steering parts such as springs, wheels, hubs, and steering gears with used parts, because used parts may have been in collisions or misused and have undetected structural damage.",1.0,0.0,0.0,0.0
What operations are part of the eCascadia M1 maintenance interval for Service Schedule I?,"['(Freightliner eCascadia (electric) — Maintenance Manual, p.17) General Information\n00\nM1 Maintenance Interval Operations: 00–05\neCascadia Maintenance Manual, 10/25/2022\n00/7', '(Freightliner eCascadia (electric) — Maintenance Manual, p.18) Table 5, M2 Maintenance Interval Operations for Service Schedule I\nGeneral Information\n00\nM2 Maintenance Interval Operations: 00–06\neCascadia Maintenance Manual, 10/25/2022\n00/8', '(Freightliner eCascadia (electric) — Maintenance Manual, p.20) Table 7, M4 Maintenance Interval Operations for Service Schedule I\nGeneral Information\n00\nM4 Maintenance Interval Operations: 00–08\neCascadia Maintenance Manual, 10/25/2022\n00/10', '(Freightliner Cascadia — Maintenance Manual, p.19) Table 5, M1 Maintenance Interval Operations for Service Schedules I and II\nGeneral Information\n00\nM1 Maintenance Interval Operations: 00–05\nCascadia Maintenance Manual, October 2020\n00/9']","The excerpts provided do not contain the specific operations that are part of the eCascadia M1 maintenance interval for Service Schedule I. Excerpt [1] only shows the page header and section reference, not the actual table of operations.","M1 interval operations include the air compressor inspection, fifth wheel inspection and lubrication, steer axle hub cap vent plug inspection, wheel nut check, tire check, and brake inspection, among others.",1.0,0.0,0.0,0.0
Where is the Vehicle Emission Control Information Label on the Western Star 47X?,"['(Western Star 47X / 49X — Maintenance Manual, p.3) of operation. Perform daily, pretrip inspection and maintenance as outlined in the Western Star 47X and 49X\nDriver’s Manual.\nIMPORTANT: Descriptions and speciﬁcations in this manual were in effect at the time of printing. Western', '(Western Star 47X / 49X — Maintenance Manual, p.90) Western Star 47X and 49X\nFront Suspension, Set Back Axle - 49-00267-101/Set Forward Axle - 49-00267-102\nDescription\nUnits\nTarget\nTolerance\nf330306\n02/08/2017\nTracking/Lateral\nOffset\nInches\n0\n±0.25\nRear Suspension\nf330307\n02/08/2017\nRDA Thrust\nAngle\nDegrees\n0\n±0.18\nf330308\n02/08/2017\nFDA/RDA Scrub', '(Western Star 47X / 49X — Maintenance Manual, p.137) Safety Precautions. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 47–00\nFuel\n47\nIndex, Alphabetical\n47X and 49X Maintenance Manual, August 2020', ""(Western Star 47X / 49X — Driver's Manual, p.20) screen appears.\n• The Western Star logo, engine, and transmis-\nsion information display and remain until\nstartup is complete\nf611362d\n05/28/2020\nA\nB\nC\nD\nE\nF\n3\n4\n5\n1\n2\n6\n7\n1.\nSpeedometer\n2.\nCoolant Temperature Gauge\n3.\nPrimary and Secondary Air\nPressure Gauge\n4.\nFuel and DEF Level Gauge\n5.""]",The excerpts provided do not contain information about the location of the Vehicle Emission Control Information Label on the Western Star 47X.,The Vehicle Emission Control Information Label is located on the left-hand door.,1.0,0.0,0.0,0.0
Who is responsible for keeping the Western Star 47X conforming to EPA and NHTSA regulations?,"[""(Western Star 47X / 49X — Driver's Manual, p.139) could result in serious injury or death.\nAll engines on Western Star vehicles comply with the\nrequirements of the Federal (U.S.) Clean Air Act.\nOnce an engine is placed in service, the responsibil-\nity for meeting both state and local regulations is with\nthe owner/operator."", '(Western Star 47X / 49X — Maintenance Manual, p.3) of operation. Perform daily, pretrip inspection and maintenance as outlined in the Western Star 47X and 49X\nDriver’s Manual.\nIMPORTANT: Descriptions and speciﬁcations in this manual were in effect at the time of printing. Western', '(Western Star 47X / 49X — Maintenance Manual, p.137) Safety Precautions. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 47–00\nFuel\n47\nIndex, Alphabetical\n47X and 49X Maintenance Manual, August 2020', ""(Western Star 47X / 49X — Driver's Manual, p.8) located on the left-hand B-pillar as shown in Fig. 1.3.\nIt is the owner’s responsibility to maintain the vehicle\nso that it conforms to EPA regulations.\nIMPORTANT: Certain Western Star incomplete\nvehicles may be produced with incomplete noise\ncontrol hardware. Such vehicles will have an""]","According to the excerpts provided, the owner is responsible for maintaining EPA compliance. Specifically, ""It is the owner's responsibility to maintain the vehicle so that it conforms to EPA regulations"" [4].

However, the excerpts do not contain information about NHTSA (National Highway Traffic Safety Administration) regulatory responsibility.",It is the owner's responsibility to maintain the vehicle so that it conforms to EPA and NHTSA regulations.,1.0,0.7691718625760539,0.7499999999625,0.0
Which components on the 47X are part of greenhouse gas compliance and must be replaced with equivalent parts?,"['(Freightliner Cascadia — Maintenance Manual, p.24) •\n•\n46–07\nBellows Replacement, Rack and Pinion Steering Gear\n•\n47–01\nFuel Filter Replacement\n•\n•\n47–02\nFuel/Water Separator Element Checking and Replacement\n•\n•\n47–03\nFuel Tank Band-Nut Tightening\n•\n47–04\nLNG Fuel System Inspecting\n•\n•\n•\n47–05\nLNG Vacuum Integrity Testing\n•\n47–06', '(Freightliner Cascadia — Maintenance Manual, p.24) •\n47–04\nLNG Fuel System Inspecting\n•\n•\n•\n47–05\nLNG Vacuum Integrity Testing\n•\n47–06\nCNG Fuel System Inspecting\n•\n•\n•\n47–07\nCNG High-Pressure Fuel Filter Element Replacing\n•\n•\n•\n47–08\nCNG Fuel Cylinder Inspecting\n•\n49–01\nExhaust System Inspection (noise emission control)\n•\n•\n•\n•\n49–02', '(Western Star 47X / 49X — Maintenance Manual, p.142) Fig. 6, Fuel/Water Separator Assembly\nFuel\n47\n47X and 49X Maintenance Manual, August 2020\n47/4', ""(Freightliner Cascadia — Driver's Manual, p.214) aerodynamic component is necessary, replace-\nment components must meet or exceed the\ndrag reduction performance of the originally in-\nstalled component in order to maintain compli-\nance with greenhouse gas and fuel efficiency\nregulations (GHG14).\n3.\nInspect the following aerodynamic components, if""]","The excerpts provided do not contain information about which components on the 47X are part of greenhouse gas compliance requirements. 

The only reference to greenhouse gas (GHG) compliance in the excerpts is from a Freightliner Cascadia driver's manual [4], not a Western Star 47X manual, and it discusses aerodynamic components generally without specifying which 47X components fall under this requirement.","Components such as low-rolling-resistance tires, aerodynamic devices (hood, cab side extenders, fuel tank fairings), vehicle speed limiters, and idle shutdown/reduction timers are designed for fuel-efficiency and GHG compliance and must be replaced with components that meet or exceed their performance.",1.0,0.0,0.0,0.0
Can tires of different sizes or types be mixed on the Western Star 47X?,"['(Western Star 47X / 49X — Maintenance Manual, p.84) 2.\nDo not mix tires of different size, type, or weight.\nTire wear should be even and not worn to limits\nexceeding government speciﬁcations. Refer to\nGroup 40 in this manual and Group 40 in the\nWestern Star 47X and 49X Workshop Manual for\nmore information. Replace any tire that is exces-\nsively worn.', ""(FUSO FE / FG Series — Owner's Manual, p.323) •\nIf using different tread patterns on the front\nand rear wheels, select tires with a ribbed\ntread for the front wheels and tires with a\ntraction-type tread for the rear wheels.\n      WARNING\n• Be sure to use the specified type of tires.\nMixing bias and radial tires results in poor"", '(Western Star 47X / 49X — Maintenance Manual, p.159) ers. For instructions and torque values, see\nGroup 01 of the Western Star 47X and 49X\nWorkshop Manual.\n3.\nInspect the drive plate. If the drive plate shows\nvisible signs of damage due to excessive heat,\nreplace the drive plate and pulley assembly. For\nremoval and installation procedures, see Group', ""(FUSO FE / FG Series — Owner's Manual, p.317) loosen up.\n• Be sure to use the specified types of tires\nand disc wheels. Mixing bias and radial\ntires adversely affects steering control and\nmust be avoided at all costs.\nIn addition, mixed use of different types of\ntires can produce the following undesir-\nable effects:""]","No. Do not mix tires of different size, type, or weight on the Western Star 47X [1]. Tire wear should be even and not worn to limits exceeding government specifications [1].","No. Do not mix tires of different size, type, or weight, and tire wear should be even and not worn beyond government specifications. Replace any excessively worn tire.",1.0,0.9533916139150572,0.9999999999,1.0
During air dryer reservoir service on the 47X what must be done before disconnecting the evaporator outlet line?,"['(Western Star 47X / 49X — Maintenance Manual, p.35) tight connections. Tighten the connections and\nreplace the lines and fasteners if needed.\n3.\nFor the air governor, inspect the piping and con-\nnections for leaks. Replace gaskets and faulty\ncomponents as needed.\nAir Compressor\n13\n47X and 49X Maintenance Manual, August 2020\n13/1', '(Freightliner Cascadia — Maintenance Manual, p.121) raseal.\n3.\nRemove the capscrews and reservoir from the\ncover.\n4.\nRemove the cover tetraseal.\n5.\nDrain the air tank, and disconnect the line from\nthe evaporator outlet. Remove the check-valve\nretainer, spring, and disc.\n6.\nInstall the disc, spring, and check-valve retainer,', '(Western Star 47X / 49X — Maintenance Manual, p.123) raseal.\n3.\nRemove the capscrews and reservoir from the\ncover.\n4.\nRemove the cover tetraseal.\n5.\nDrain the air tank, and disconnect the line from\nthe evaporator outlet. Remove the check-valve\nretainer, spring, and disc.\n6.\nInstall the disc, spring, and check-valve retainer,', '(Western Star 47X / 49X — Maintenance Manual, p.123) 3.\nInspect the air dryer for external damage, and\ncheck that the unit is tightly mounted on the\nframe. If the air dryer mounting is loose, repair it.\n4.\nTurn on the ignition switch, but do not start the\nengine.\n5.\nDisconnect the harness connector from the air\ndryer.\n6.']","Before disconnecting the line from the evaporator outlet, the air tank must be drained [3].","Drain the air tank, then disconnect the line from the evaporator outlet.",1.0,0.8743251233974783,0.5833333333041666,1.0
Can biodiesel be used in a FUSO FE truck?,"[""(FUSO FE / FG Series — Owner's Manual, p.12) The following recommendations concerning diesel\nfuel used with Mitsubishi Fuso diesel engines are\ngiven for optimum fuel economy and performance.\nBiodiesel fuel can be used if it has a 5% or lower\nblend ratio and complies with ASTM D-6751.\nNOTE:\n* ASTM is an acronym for the American Society for"", ""(FUSO FE / FG Series — Owner's Manual, p.12) 1-5\nUse only diesel fuels conforming to the following\nrecommendations, without any additives, for diesel\nengines installed in Mitsubishi Fuso trucks.\n1\nDiesel-fuel properties\nThe following recommendations concerning diesel\nfuel used with Mitsubishi Fuso diesel engines are"", ""(FUSO FE / FG Series — Owner's Manual, p.12) bishi Fuso diesel engine. Otherwise, the catalyst\ninside the diesel particulate filter (DPF) will not work\neffectively and the DPF’s performance of removing\nsmall particles (particulate matter or PM) in exhaust\ngases will be degraded. Furthermore, your truck will"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.113) with more than 10% of fatty acid methyl ester\n(FAME) fuel as an additive will cause malfunctions\nand is therefore not permitted. If the vehicle is\noperated with one of these fuel types, you will\nneed an additional fuel tank for commercially\navailable diesel fuel for the auxiliary heating.""]","Yes, biodiesel can be used in a FUSO FE truck if it meets specific requirements: it must have a 5% or lower blend ratio and comply with ASTM D-6751 [1]. Additionally, you must use only diesel fuels without any additives [2].",Biodiesel can be used only if it has a 5% or lower blend ratio and complies with ASTM D-6751.,1.0,0.983154838293216,0.9999999999,1.0
What diesel sulfur content does FUSO recommend?,"[""(FUSO FE / FG Series — Owner's Manual, p.12) fuel suppliers and users are responsible for keeping\nfuel clean.\n2\nDiesel fuel to be used in your engine\nUse only a ultra low sulfur diesel fuel (with a sulfur\ncontent of 15 ppm or lower) for refueling your Mitsu-\nbishi Fuso diesel engine. Otherwise, the catalyst"", ""(Western Star 47X / 49X — Driver's Manual, p.139) ranty may be compromised.\n• Use ultralow-sulfur diesel with 15 ppm sul-\nfur content or less.\n• Do not use fuel blended with used engine\nlube oil or kerosene.\n• Use only engine lube oil with a sulfated ash\nlevel less than 1.0 wt%; API CJ-4, CK-4, and\nFA-4 oils meet this requirement."", ""(FUSO FE / FG Series — Owner's Manual, p.12) The following recommendations concerning diesel\nfuel used with Mitsubishi Fuso diesel engines are\ngiven for optimum fuel economy and performance.\nBiodiesel fuel can be used if it has a 5% or lower\nblend ratio and complies with ASTM D-6751.\nNOTE:\n* ASTM is an acronym for the American Society for"", ""(Western Star 47X / 49X — Driver's Manual, p.151) less) is recommended for maximum engine per-\nformance. However, due to varying fuel quality\nin these markets, use diesel with a maximum\nsulfur content as follows:\n• Cummins Engines 50 ppm (tolerant to 500\nppm)\n• Detroit Engines 50 ppm\nSee Fig. 12.1 for an example of the export mar-""]",FUSO recommends using ultra low sulfur diesel fuel with a sulfur content of 15 ppm or lower [1].,Fuel containing 0.0015% (15 ppm) sulfur or less is recommended; higher sulfur content degrades the DPF's performance.,1.0,0.9003593986962452,0.9999999999,0.0
What diesel fuel grade is recommended for a FUSO truck operating above -12°C?,"[""(FUSO FE / FG Series — Owner's Manual, p.12) gases will be degraded. Furthermore, your truck will\nnot meet emission regulations if you replenish it\nwith a non-approved fuel.\nFuels\nUse condition\nRecommendation\nNormal operation at \ntemperatures above \n–12°C (10°F).\nASTM D-975 \nGrade Ultra Low Sulfur\n Grade 2-D*\nOperation at tempera-"", ""(FUSO FE / FG Series — Owner's Manual, p.298) your vehicle is to be operated.\nFUSO DIESEL LONGLIFE COOLANT concentra-\ntion (in volume percentage)\nNOTE:\nVehicles are shipped with a 50% concentration of\nFUSO DIESEL LONGLIFE COOLANT and can\ntherefore be used at temperatures down to –30°C\n(–22°F).\nLowest \ntemper-\nature \n°C (°F)\n–10  \n(14) \nor"", ""(FUSO FE / FG Series — Owner's Manual, p.12) The following recommendations concerning diesel\nfuel used with Mitsubishi Fuso diesel engines are\ngiven for optimum fuel economy and performance.\nBiodiesel fuel can be used if it has a 5% or lower\nblend ratio and complies with ASTM D-6751.\nNOTE:\n* ASTM is an acronym for the American Society for"", ""(FUSO FE / FG Series — Owner's Manual, p.12) 1-5\nUse only diesel fuels conforming to the following\nrecommendations, without any additives, for diesel\nengines installed in Mitsubishi Fuso trucks.\n1\nDiesel-fuel properties\nThe following recommendations concerning diesel\nfuel used with Mitsubishi Fuso diesel engines are""]","For normal operation at temperatures above –12°C (10°F), use ASTM D-975 Grade Ultra Low Sulfur Grade 2-D diesel fuel [1].","For normal operation at temperatures above -12°C (10°F), ASTM D-975 Grade Ultra Low Sulfur Grade 2-D diesel is recommended.",1.0,0.8301767011944433,0.9999999999,1.0
What happens if a FUSO truck is fueled with non-approved fuel?,"[""(Freightliner Cascadia — Driver's Manual, p.129) could result in serious injury or death.\nAll engines on Freightliner vehicles comply with the\nrequirements of the Federal (U.S.) Clean Air Act.\nOnce an engine is placed in service, the responsibil-\nity for meeting both state and local regulations is with\nthe owner/operator."", ""(FUSO FE / FG Series — Owner's Manual, p.12) bishi Fuso diesel engine. Otherwise, the catalyst\ninside the diesel particulate filter (DPF) will not work\neffectively and the DPF’s performance of removing\nsmall particles (particulate matter or PM) in exhaust\ngases will be degraded. Furthermore, your truck will"", ""(FUSO FE / FG Series — Owner's Manual, p.12) gases will be degraded. Furthermore, your truck will\nnot meet emission regulations if you replenish it\nwith a non-approved fuel.\nFuels\nUse condition\nRecommendation\nNormal operation at \ntemperatures above \n–12°C (10°F).\nASTM D-975 \nGrade Ultra Low Sulfur\n Grade 2-D*\nOperation at tempera-"", ""(Freightliner Cascadia — Driver's Manual, p.129) mable vapors such as gasoline or diesel fumes\nare present. Shut off the engine when in an area\nwhere ﬂammable liquids or gases are being\nhandled. Failure to observe these precautions\ncould result in serious injury or death.\nAll engines on Freightliner vehicles comply with the""]","According to the FUSO FE / FG Series Owner's Manual, if you replenish a FUSO truck with non-approved fuel, your truck will not meet emission regulations [3]. Additionally, the catalyst inside the diesel particulate filter (DPF) will not work effectively, and the DPF's performance of removing small particles (particulate matter or PM) in exhaust gases will be degraded [2].","The catalyst inside the diesel particulate filter will not work effectively, its removal of particulate matter from exhaust gases will be degraded, and the truck will not meet emission regulations.",1.0,0.9514165348532743,0.5833333333041666,1.0
Where is the front jacking point on a FUSO FE?,"[""(FUSO FE / FG Series — Owner's Manual, p.314) 12-71\n2\nRemoving the wheel\n2.1\nFront axle jacking points\n<FE>\nBottom surface of the leaf spring at the rear of tie\nrod.\n<FG>\nJack support \n under the front axle.\n2.2\nRear axle jacking point\n<FE>\nBottom surface of the axle housing (beside leaf\nspring U-bolt mounting).\n<FG>"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.353) # Position the jack under the jack support point\non the air suspension support.\nLeading axle with air suspension \nBreakdown assistance 351"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.351) ried out underneath it.\nR Only position the jack at the appropriate jack‐\ning point on the vehicle. Make sure that the\njack is correctly positioned on the jacking\npoint before raising the vehicle.\nR The jack support point may differ on special\nbodies. Observe the manufacturer's operating"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.353) will go.\n# Position the jack under the jack support point\nbeneath the front axle.\nSteel-sprung rear axle \n# Position the jack under the jack support point\non the axle tube.\nAir-sprung rear axle \n# Position the jack under the jack support point\non the air suspension support.""]","On a FUSO FE, the front axle jacking point is at the bottom surface of the leaf spring at the rear of the tie rod [1].","On the FE, the front axle jacking point is the bottom surface of the leaf spring at the rear of the tie rod; on the FG it is the jack support under the front axle.",1.0,0.9419840181560497,0.9999999999,1.0
Are socket wrenches for jacking included in the FUSO onboard tools?,"[""(FUSO FE / FG Series — Owner's Manual, p.383) POWER TRAIN\nPropeller shaft flange torque and \nuniversal joint looseness\n•\nI\n•\n•\nI\n•\n•\nCheck flange yoke bolts for \nlooseness and universal \njoint for play.\nPropeller shaft center bearing\n•\n•\n•\n•\n•\n•\nI\nCheck center bearing for \nwear, damage and play.\nPropeller shaft bearing kit\n•\n•"", '(Freightliner Cascadia — Maintenance Manual, p.149) claims will not be accepted if any tool other than\na DAVCO Collar Wrench (part number 482017)\nis used for removal. During installation, the vent\ncap is to be hand-tightened only, not tightened\nwith a wrench.\n6.\nRemove the ﬁlter, cover O-ring, and vent cap', ""(FUSO FE / FG Series — Owner's Manual, p.315) one that is to be jacked up.\n2. Position the jack under the jacking point of the\nvehicle and raise the vehicle to a point at which\nthe tire is still touching the ground.\nNOTE:\nSocket wrenches for use in jacking up the vehicle or\nloosening/tightening the wheel nuts are not included"", ""(Western Star 47X / 49X — Driver's Manual, p.225) 02/03/2017\n1\n2\n3\n4\n5\n6\n7\n8\n9\nA\n1.\nClevis\n2.\nSlack Adjuster\n3.\nClevis Pin\n4.\nManual Adjusting Nut\n5.\nControl Arm\n6.\nControl-Arm Washers\nand Nut\n7.\nAnchor Strap Slot\n8.\nAnchor Strap\n9.\nBrake Chamber\nFig. 23.2, Haldex Automatic Slack Adjuster\nf422530\n05/05/2017\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n1.""]","No, socket wrenches for use in jacking up the vehicle or loosening/tightening the wheel nuts are not included [3].",No. Socket wrenches for jacking up the vehicle or loosening and tightening the wheel nuts are not included in the onboard tools.,1.0,0.7925842161556077,0.3333333333,1.0
Which functions on the Actros require the coded vehicle key?,"[""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.44) Locking system\nElectronic key\nOverview of electronic keys\nYour vehicle is equipped with a special key sys‐\ntem.\nYou require a key coded for the vehicle to use the\nfollowing functions:\nR switching on the ignition\nR starting the engine\nR shifting gears\n% If a vehicle key is lost, obtaining a replace‐"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.1) 9605843273\nOrder no. 6462 9543 02 Part no. 960 584 32 73 Edition 2019-06\nActros/Arocs\nOperating Instructions\nMercedes-Benz\nActros/Arocs Operating Instructions"", ""(Western Star 47X / 49X — Driver's Manual, p.13) they are all reprogrammed at the same time.\nTo have the key fobs programmed, take the vehicle\nto an authorized Western Star dealer or service\nfacility.\nSpeciﬁcations\nThis feature consists of a remote keyless entry that\nuses a radio frequency link for communication be-\ntween the fob and the vehicle."", ""(Western Star 47X / 49X — Driver's Manual, p.13) on one vehicle. Whenever a new fob will be used, all\nexisting fobs must be reprogrammed at the same\ntime. Any existing fobs that were previously pro-\ngrammed will no longer work on the vehicle unless\nthey are all reprogrammed at the same time.\nTo have the key fobs programmed, take the vehicle""]","According to the Actros/Arocs Operator's Manual, a key coded for the vehicle is required for the following functions [1]:

- Switching on the ignition
- Starting the engine
- Shifting gears","A key coded for the vehicle is required for switching on the ignition, starting the engine, and shifting gears.",1.0,,0.9999999999,1.0
What should I do if I lose the key for my Actros?,"[""(FUSO FE / FG Series — Owner's Manual, p.34) deleted by an authorized dealer, also take to the\ndealer all the starter keys for which you do not\nwish to delete the registration.\n•\nIf you lose all of the starter keys, additional reg-\nistration or deletion of registration of starter keys\nis not possible, and you must then purchase a"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.44) Mercedes-Benz therefore recommends that\nyou always keep an easily accessible replace‐\nment key with you for emergencies.\nIf you lose a key, have it disabled at a\nMercedes-Benz Service Centre.\nThis prevents the lost key from being mis‐\nused.\nKey with remote control"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.145) # Visit a qualified specialist workshop.\n+\nIncorrect key\n* You are using an incorrect key.\n# Use the correct key.\n+\nPlease replace key.\n* Supplementary text Û : Please visit a workshop and have the \nkey replaced.\nThe key must be replaced.\n# Consult a qualified specialist workshop.\n+"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.44) This prevents the lost key from being mis‐\nused.\nKey with remote control\nKey with remote control and lamp check\nYour vehicle is equipped with one of two keys.\nA mechanical key is integrated in each key with\nwhich you can lock/unlock the doors without""]","If you lose a key for your Actros, you should have it disabled at a Mercedes-Benz Service Centre [2]. This prevents the lost key from being misused [2].

Additionally, Mercedes-Benz recommends that you always keep an easily accessible replacement key with you for emergencies [2].","Obtaining a replacement key is a time-consuming process and can only be done through a Mercedes-Benz Service Centre, so Mercedes-Benz recommends always keeping an easily accessible replacement key with you.",1.0,0.9903836746825049,0.49999999995,0.0
What does the Actros manual say about starting the engine economically?,"[""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.346) pump 1, the engine must be started within\nabout five seconds. Otherwise the fuel pressure\ndrops and the process must be repeated.\n344 Breakdown assistance"", ""(FUSO FE / FG Series — Owner's Manual, p.64) 3. Start the engine in the normal way. You do not\nneed to wait for \n indicator lamp to turn off.\n4. Without depressing the accelerator pedal, place\nthe starter switch in the “START” position and\ncrank the engine for roughly 15 seconds.\nIf the engine starts, release the starter key and"", ""(Freightliner Cascadia — Driver's Manual, p.128) gaging or starting the operation, but load should\nf610805\n02/03/2017\nFig. 10.1, Ignition Switch\nEngine Starting, Operation, and Shutdown\n10.1"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.311) # Turn the wrench to position 4.\n# Remove the wrench and adapter.\n# Attach the cover 1.\n# Start the engine.\nWorking mode 309""]",The excerpts provided do not contain information about starting the engine economically in the Mercedes-Benz Actros manual.,"Do not depress the accelerator pedal when starting the engine, and do not warm up the engine while the vehicle is stationary.",1.0,0.0,0.0,0.0
Which Actros vehicles show an AdBlue level indicator in the instrument cluster?,"[""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.119) In the í  Range/consumption menu of the\ninstrument cluster, the range of your vehicle can\nbe displayed based on current tank content.\nIf the AdBlue® level has dropped to approximately\n10% of the tank capacity, a corresponding event\nwindow appears with the Ø symbol in the"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.267) level.\nWhen the chassis is lowered to the normal\ndriving level, the ï indicator lamp in the\ninstrument cluster goes out.\nDriving mode 265"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.406) Instrument cluster\nAdBlue® gauge (interactive multi‐\nmedia cockpit)  .................................. 118\nAdBlue® gauge (multimedia cock‐\npit)  ....................................................\n117\nDisplays (interactive multimedia\ncockpit)  .............................................. 23"", ""(Mercedes-Benz Trucks Actros / Arocs — Operator's Manual, p.119) 10% of the tank capacity, a corresponding event\nwindow appears with the Ø symbol in the\ninstrument cluster. Top up the AdBlue® tank in\ngood time (/ page 284).\nBlueTec®4 vehicles and BlueTec®5 vehicles: if\nyou do not observe the yellow event window and\nOn-board computer and displays\n117""]","The excerpts do not specify which Actros vehicle models or variants display an AdBlue level indicator in the instrument cluster. The manual mentions that an AdBlue gauge appears in both the ""interactive multimedia cockpit"" and ""multimedia cockpit"" [3], but does not clarify which specific Actros models are equipped with each type of cockpit.",Vehicles with BlueTEC exhaust gas aftertreatment show an AdBlue level display in the instrument cluster.,1.0,0.0,0.249999999975,1.0
